"","Word","VersionNum","WordType","Block","Word_ID_unique","RTclean_mean","RTclean_sd","Rtclean_n","zRTclean_mean","zRTclean_sd","zRTclean_n","ACC","ACC_n","Concrete_rating","num_boi_pexman","mean_rating_boi_pexman","sd_rating_boi_pexman","num_tillotson_boi","mean_rating_tillotson_boi","sd_rating_tillotson_boi","num_image","mean_rating_image","sd_rating_image
","num_boi","mean_rating_boi","sd_rating_boi","Lg10WF","Lg10CD","Dom_PoS_SUBTLEX","AoA_Kup_lem","distance","weights","subclass","level"
"1","abolition","4","Abstract",3,40673,1005.89,270.05,27,0.2573,0.8563,27,0.8438,32,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,0.954242509439325,"Noun",13.28,0.261651168023341,1,"50",NA
"2","abomination","1","Abstract",1,10238,1289.92,488.72,26,0.785,1.169,26,0.8065,31,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77085201164214,1.68124123737559,"Noun",11.17,0.101697198765595,1,"290",NA
"3","abstention","5","Abstract",1,50192,1089.79,267.86,29,0.4263,0.972,29,0.9375,32,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.778151250383644,"Noun",15.19,0.490643547481872,1,"7",NA
"4","absurdity","8","Abstract",3,80683,981.42,356.44,31,-0.0248,1.0107,31,1,31,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51851393987789,1.50514997831991,"Noun",13.21,0.248348490370694,1,"42",NA
"5","accolade","5","Abstract",1,50139,1025.04,203.93,26,0.2011,0.9217,26,0.8438,32,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",12.43,0.194096112263283,1,"209",NA
"6","accountancy","4","Abstract",4,40880,1066.41,382.49,27,0.4539,1.1219,27,0.871,31,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.477121254719662,"Noun",14.8,0.444850714852999,1,"142",NA
"7","adaptation","7","Abstract",3,70649,1078.31,358.16,29,0.2628,1.001,29,0.9355,31,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91381385238372,1.85125834871908,"Noun",11.39,0.111541548277318,1,"165",NA
"8","adequacy","10","Abstract",3,100706,905.28,342.9,29,-0.3688,0.82,29,0.9375,32,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",12.5,0.199811342266283,1,"106",NA
"9","adjunct","7","Abstract",1,70153,1067.72,364.52,25,-0.0073,0.9669,25,0.8387,31,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.845098040014257,"Noun",13.06,0.242108928703468,1,"101",NA
"10","adoration","10","Abstract",4,100982,1070.53,437.28,30,0.2047,0.9966,30,0.9688,32,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49136169383427,1.41497334797082,"Noun",11.8,0.137831837229241,1,"200",NA
"11","advocacy","4","Abstract",3,40736,967.21,271.62,29,0.048,0.8116,29,0.9063,32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1.17609125905568,"Noun",14.06,0.343825014299651,1,"6",NA
"12","affluence","7","Abstract",1,70147,1066.87,340.72,30,0.0453,0.7538,30,0.9677,31,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.845098040014257,"Noun",13.88,0.327870757709996,1,"211",NA
"13","allegation","3","Abstract",4,30934,1104.81,441.13,26,0.3578,1.0645,26,0.9032,31,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.38021124171161,"Noun",11.84,0.140683382760728,1,"265",NA
"14","allegory","6","Abstract",3,60712,1212.74,354.7,23,0.6044,0.9701,23,0.7742,31,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1.04139268515823,"Noun",14.16,0.357033433666311,1,"259",NA
"15","allusion","9","Abstract",2,90389,1102.04,362.84,25,0.4099,1.0432,25,0.8333,30,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.778151250383644,"Noun",13.05,0.241917737745654,1,"150",NA
"16","altruism","8","Abstract",2,80422,1067.43,326.7,30,0.1979,0.7878,30,0.9677,31,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,0.954242509439325,"Noun",15.79,0.563575420013141,1,"95",NA
"17","ambiance","7","Abstract",1,70161,1098,323.48,30,0.1216,0.8953,30,0.9677,31,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.954242509439325,"Noun",14.78,0.4361394187656,1,"8",NA
"18","ambience","4","Abstract",3,40692,1012.61,324.92,28,0.2724,0.968,28,0.875,32,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57978359661681,1.55630250076729,"Noun",13.28,0.254328999542667,1,"253",NA
"19","amorality","7","Abstract",4,70972,1120.26,513.37,31,0.4499,1.3542,31,1,31,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",15,0.472684052604822,1,"58",NA
"20","angst","6","Abstract",1,60127,966.43,288.2,21,-0.272,0.5875,21,0.7097,31,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68124123737559,1.65321251377534,"Noun",13.12,0.23767598916854,1,"177",NA
"21","antimatter","6","Abstract",4,60931,1218.58,387.43,12,1.0379,1.1923,12,0.3871,31,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,0.845098040014257,"Noun",14.84,0.442243409564106,1,"170",NA
"22","apathy","1","Abstract",4,10972,859.47,266.36,30,-0.3511,0.7558,30,0.9677,31,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39794000867204,1.36172783601759,"Noun",14.21,0.358328012475702,1,"288",NA
"23","apocalypse","5","Abstract",3,50630,1203.9,536.95,10,0.3527,0.995,10,0.3125,32,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10380372095596,1.96378782734556,"Noun",12.78,0.202456910659907,1,"203",NA
"24","ascension","10","Abstract",2,100394,1141.46,520.17,28,0.2427,0.9606,28,0.875,32,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65321251377534,1.46239799789896,"Noun",12.71,0.201791907549438,1,"59",NA
"25","auspices","9","Abstract",2,90455,1292.95,441.01,22,1.0528,1.028,22,0.7667,30,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",14.885858,0.451542096871747,1,"268",NA
"26","authenticity","5","Abstract",2,50472,952.69,274.68,32,-0.1467,0.8219,32,1,32,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77815125038364,1.69897000433602,"Noun",12.11,0.155282543305184,1,"70",NA
"27","autocracy","10","Abstract",4,100891,1137.92,516.02,24,0.2905,1.0407,24,0.7813,32,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",13.29,0.270487348002934,1,"4",NA
"28","autonomy","3","Abstract",3,30658,1211,493.02,14,0.4123,1.4141,14,0.4839,31,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.36172783601759,"Noun",13.82,0.312714148727669,1,"37",NA
"29","axiom","4","Abstract",2,40498,1062.28,306.5,18,0.2773,0.7738,18,0.5625,32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.903089986991944,"Noun",16.25,0.623790675244298,1,"215",NA
"30","benediction","1","Abstract",3,10640,1254.11,451.37,27,0.8031,1.0456,27,0.9032,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1.11394335230684,"Noun",14.11,0.350609264339714,1,"112",NA
"31","bigotry","9","Abstract",4,90942,995.88,392.39,25,0.1171,1.0048,25,0.8667,30,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54406804435028,1.41497334797082,"Noun",13.35,0.261732907926028,1,"246",NA
"32","bloodlust","8","Abstract",4,80902,1226.85,438.19,20,0.7709,0.8447,20,0.6774,31,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.845098040014257,"Noun",14.29,0.374477396793061,1,"245",NA
"33","bluntness","4","Abstract",1,40186,1050.07,407.91,30,-0.0474,0.8452,30,0.9063,32,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1.04139268515823,"Noun",11.06,0.101000903993212,1,"269",NA
"34","bonding","10","Abstract",4,100949,1093.81,371.4,21,0.5304,1.1597,21,0.6563,32,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19312459835446,2.11058971029925,"Noun",11.44,0.112134327361262,1,"91",NA
"35","bourgeoisie","1","Abstract",2,10500,1393.5,670.53,8,0.9246,1.1769,8,0.2258,31,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,0.954242509439325,"Noun",14.64,0.414141003350144,1,"134",NA
"36","bravado","1","Abstract",3,10632,1067.23,358.89,26,0.344,1.1414,26,0.871,31,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39794000867204,1.39794000867204,"Noun",12.88,0.219388389561997,1,"242",NA
"37","brevity","3","Abstract",2,30493,1042.21,510.37,28,-0.0853,0.9165,28,0.9032,31,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,0.954242509439325,"Noun",13.47,0.280496030983552,1,"94",NA
"38","callousness","5","Abstract",2,50440,1114.43,301.51,30,0.4391,0.9732,30,0.9375,32,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.903089986991944,"Noun",11.19,0.108112844001796,1,"219",NA
"39","candidacy","4","Abstract",4,40964,1097.33,385.58,30,0.5472,1.0339,30,0.9375,32,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51851393987789,1.32221929473392,"Noun",12.29,0.170457958917568,1,"10",NA
"40","candor","9","Abstract",2,90460,1060.06,390.53,18,0.4227,1.1543,18,0.6333,30,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7160033436348,1.69019608002851,"Noun",11.93,0.144023742781867,1,"143",NA
"41","capitulation","1","Abstract",3,10649,1230.81,502.52,26,0.7845,1.3013,26,0.871,31,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",12.93,0.23158426405073,1,"12",NA
"42","carnality","4","Abstract",1,40223,1227.37,366.01,27,0.6375,0.9615,27,0.8438,32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",14.06,0.353538901746188,1,"168",NA
"43","chivalry","4","Abstract",2,40491,1082.38,428.4,26,0.2494,1.0258,26,0.8125,32,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79239168949825,1.67209785793572,"Noun",13.89,0.31521460587036,1,"82",NA
"44","cohesion","4","Abstract",3,40652,1115.75,403.96,28,0.5989,1.2711,28,0.9063,32,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",13.71,0.310728409263702,1,"281",NA
"45","compliance","4","Abstract",1,40175,1061.43,287.08,28,0.1458,0.9613,28,0.875,32,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70757017609794,1.55630250076729,"Noun",13.48,0.272597069606709,1,"34",NA
"46","concept","9","Abstract",4,90884,959.26,254.71,27,0.0882,0.979,27,0.9333,30,1.41,25,1.8,1.755942292,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74350976472843,2.64542226934909,"Noun",11.44,0.108299795218646,1,"157",NA
"47","concordance","1","Abstract",4,10883,1149.9,426.7,30,0.5069,0.958,30,0.9677,31,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",14.54,0.417186374410006,1,"43",NA
"48","confluence","3","Abstract",4,30922,1037.28,396.82,29,0.1794,0.8867,29,0.9677,31,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,1.04139268515823,"Noun",15.88,0.575623416871774,1,"78",NA
"49","conformity","1","Abstract",3,10648,1013.29,337.39,28,-0.0453,0.7761,28,0.9032,31,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30102999566398,1.27875360095283,"Noun",14.56,0.402500408803716,1,"104",NA
"50","conjecture","6","Abstract",1,60232,1232.67,409.48,21,0.4015,0.7503,21,0.6774,31,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63346845557959,1.61278385671974,"Noun",13.11,0.237355748528487,1,"293",NA
"51","contention","10","Abstract",3,100720,1071.76,459.72,29,0.1946,0.9309,29,0.9063,32,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6232492903979,1.60205999132796,"Noun",12.78,0.208025857079006,1,"164",NA
"52","continuity","6","Abstract",3,60719,985.31,456.17,29,-0.1488,0.9026,29,0.9032,31,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55630250076729,1.51851393987789,"Noun",13.68,0.295776941452339,1,"223",NA
"53","continuum","5","Abstract",3,50643,1135.42,328.89,26,0.5068,1.1171,26,0.8125,32,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89209460269048,1.51851393987789,"Noun",14.35,0.366917699255959,1,"22",NA
"54","crossness","3","Abstract",3,30745,1293.33,549.03,24,0.9556,1.2353,24,0.7742,31,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",12.93,0.237671408352367,1,"75",NA
"55","curate","7","Abstract",4,70943,1109.76,347.26,17,0.3969,0.9155,17,0.5484,31,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",15.67,0.553574494238991,1,"198",NA
"56","debut","6","Abstract",3,60648,1231.13,418.24,23,0.7545,1.1112,23,0.7419,31,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12385164096709,1.98227123303957,"Noun",10.58,0.0752872865295804,1,"189",NA
"57","decorum","3","Abstract",3,30688,1023.83,311.96,12,0.1165,1.0312,12,0.4516,31,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63346845557959,1.57978359661681,"Noun",15.12,0.467650388250345,1,"79",NA
"58","defeatism","4","Abstract",2,40421,1015.2,273.67,30,0.1568,0.7004,30,0.9688,32,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",14.06,0.353538901746188,1,"20",NA
"59","defection","6","Abstract",1,60163,1358.69,553.82,26,0.644,1.249,26,0.8387,31,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30102999566398,1.11394335230684,"Noun",13,0.231404162994315,1,"299",NA
"60","deferment","7","Abstract",3,70712,1211.11,444.96,28,0.625,1.0835,28,0.9032,31,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.778151250383644,"Noun",13.88,0.327870757709996,1,"250",NA
"61","defiance","3","Abstract",3,30738,990.9,479.82,29,-0.1159,0.9508,29,0.9355,31,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76342799356294,1.73239375982297,"Noun",12.35,0.172385950491291,1,"117",NA
"62","deficit","4","Abstract",2,40462,1185.13,421.12,31,0.4929,1.0094,31,0.9688,32,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7481880270062,1.72427586960079,"Noun",12.89,0.216029558981958,1,"9",NA
"63","deity","6","Abstract",1,60247,1208.55,482.64,20,0.4119,0.8973,20,0.6452,31,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46239799789896,1.36172783601759,"Noun",13,0.229371345572052,1,"221",NA
"64","deject","1","Abstract",1,10185,992.42,357.01,26,-0.1185,0.8229,26,0.8387,31,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",12.33,0.186148145562406,1,"187",NA
"65","demotion","8","Abstract",2,80416,1138.45,373.28,29,0.3306,0.9534,29,0.9677,31,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23044892137827,1.17609125905568,"Noun",12.56,0.19426486694586,1,"197",NA
"66","desperation","1","Abstract",1,10224,1073.1,382.7,30,0.1352,1.077,30,1,31,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19033169817029,2.12385164096709,"Noun",11.28,0.104188924527464,1,"100",NA
"67","deterrence","5","Abstract",2,50422,1000.9,294.55,30,0.0321,0.8249,30,0.9688,32,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",14.12,0.362699144016012,1,"105",NA
"68","deviance","1","Abstract",2,10433,1106.45,462.14,29,0.3274,1.1239,29,0.9355,31,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",14.59,0.418262588577262,1,"64",NA
"69","dilution","8","Abstract",3,80705,1228.36,448.51,14,0.8017,1.5253,14,0.4194,31,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",12.95,0.23727556183568,1,"113",NA
"70","disarray","8","Abstract",2,80404,1015.86,389.87,29,0.0518,1.1473,29,0.9032,31,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25527250510331,1.17609125905568,"Noun",12.4,0.181399351997043,1,"220",NA
"71","discourtesy","4","Abstract",1,40194,1129.52,343.98,29,0.2557,0.7762,29,0.9375,32,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",11.63,0.132934055354284,1,"60",NA
"72","disfavor","7","Abstract",3,70647,1021.4,314.56,30,0.0331,0.8207,30,0.9677,31,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",13.94,0.339512175828061,1,"29",NA
"73","disrepute","9","Abstract",1,90186,1270.25,425.95,28,0.5572,0.9214,28,0.9333,30,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.903089986991944,"Noun",12.62,0.202894700620359,1,"86",NA
"74","dissolution","5","Abstract",2,50387,1027.39,437.97,31,0.0101,1.1686,31,1,32,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",13.1,0.247567971980031,1,"216",NA
"75","distemper","8","Abstract",2,80429,1117.11,337.43,28,0.394,0.9171,28,0.9032,31,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Noun",13.83,0.32070612109128,1,"93",NA
"76","divergence","4","Abstract",2,40425,1081.83,325.29,29,0.3018,0.9687,29,0.9063,32,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",14.79,0.443576169718944,1,"149",NA
"77","diversity","2","Abstract",4,20884,894.97,339.98,31,-0.2883,0.9531,31,1,31,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75587485567249,1.61278385671974,"Noun",10.79,0.0852068304710021,1,"167",NA
"78","divination","8","Abstract",3,80701,1060.84,367.35,31,0.2237,1.1093,31,1,31,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.602059991327962,"Noun",12.23,0.173537833103657,1,"89",NA
"79","doomsday","2","Abstract",4,20956,1111.21,427.21,24,0.6846,1.2356,24,0.8065,31,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6232492903979,1.55630250076729,"Noun",11.11,0.0998407512158296,1,"185",NA
"80","drivel","5","Abstract",3,50674,1324.29,454.31,17,1.0099,1.4207,17,0.5,32,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56820172406699,1.51851393987789,"Noun",12.8,0.210380989306359,1,"195",NA
"81","drudgery","4","Abstract",1,40127,1146.81,431.01,26,0.2848,0.9829,26,0.875,32,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Noun",15.12,0.478869395168867,1,"114",NA
"82","dualism","9","Abstract",1,90136,1106.23,305,30,0.1896,0.928,30,1,30,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",13.57,0.302569492964251,1,"18",NA
"83","duress","1","Abstract",1,10202,1079.29,473.55,28,0.0896,1.026,28,0.9032,31,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77815125038364,1.69019608002851,"Noun",14,0.327821844876414,1,"248",NA
"84","dystopia","10","Abstract",4,100879,1071.67,411.03,27,0.3603,1.103,27,0.8438,32,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",16.81,0.697947158996247,1,"179",NA
"85","edification","5","Abstract",2,50406,1092.07,409.71,29,0.2873,0.8889,29,0.9688,32,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1.07918124604762,"Noun",14.44,0.389331853191982,1,"292",NA
"86","egotism","7","Abstract",4,70910,989.9,333.69,29,0.1315,0.6887,29,0.9355,31,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.954242509439325,"Noun",13.68,0.304763840582344,1,"270",NA
"87","embroil","10","Abstract",3,100674,1067.33,191.76,15,0.6308,1.3767,15,0.4375,32,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",13.19,0.262838942428674,1,"125",NA
"88","emotionalism","3","Abstract",1,30133,1138.21,466.99,28,0.0843,0.9633,28,0.9032,31,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",14.88,0.453364946247899,1,"239",NA
"89","empathy","1","Abstract",3,10643,946.87,271.74,30,-0.1583,0.8625,30,1,31,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77085201164214,1.57978359661681,"Noun",14.32,0.365322571306398,1,"152",NA
"90","enigma","7","Abstract",2,70454,1183,422.03,25,0.7862,1.3476,25,0.8065,31,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68124123737559,1.64345267648619,"Noun",14.17,0.349007155588862,1,"71",NA
"91","enterprise","3","Abstract",4,30993,969.17,440.32,12,0.0426,0.9392,12,0.4839,31,2.04,23,2.260869565,1.814522008,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6170003411209,2.21748394421391,"Noun",12.89,0.205758659681906,1,"147",NA
"92","epitome","10","Abstract",2,100451,1165.42,484.48,26,0.4113,1.2813,26,0.8125,32,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172783601759,1.34242268082221,"Noun",13.88,0.320730566001185,1,"46",NA
"93","equity","3","Abstract",2,30480,1004,431.81,26,-0.0179,1.1331,26,0.8387,31,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83250891270624,1.68124123737559,"Noun",15.53,0.516978347060816,1,"21",NA
"94","era","4","Abstract",2,40399,900.36,206.94,25,-0.2995,0.6174,25,0.7813,32,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46538285144842,2.32221929473392,"Noun",11.14,0.0959255089984442,1,"226",NA
"95","ethos","8","Abstract",3,80658,993.68,268.01,22,0.2005,0.9097,22,0.7097,31,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.778151250383644,"Noun",15.71,0.556482121981804,1,"69",NA
"96","excise","8","Abstract",4,80982,1376.35,287.21,17,1.1665,0.8445,17,0.5484,31,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.954242509439325,"Noun",13.25,0.259859354625168,1,"264",NA
"97","exertion","9","Abstract",1,90239,1261.9,413.63,21,0.5992,1.0503,21,0.7,30,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1.11394335230684,"Noun",11.58,0.127129396663693,1,"235",NA
"98","exhilaration","6","Abstract",1,60184,1351.67,401.03,21,0.8028,0.8843,21,0.7097,31,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1.11394335230684,"Noun",12.5,0.190384087326493,1,"131",NA
"99","exoneration","1","Abstract",2,10439,1354.59,466.87,27,1.0443,1.0089,27,0.9032,31,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",12.36,0.183375012012261,1,"19",NA
"100","exposition","10","Abstract",4,100895,1160.54,552.85,24,0.4127,1.1666,24,0.8125,32,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61278385671974,1.38021124171161,"Noun",14.05,0.336151536040782,1,"62",NA
"101","falsehood","9","Abstract",1,90184,1060.54,364.69,28,-0.034,0.809,28,0.9667,30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,1.04139268515823,"Noun",11.94,0.150693483522086,1,"252",NA
"102","fanaticism","5","Abstract",2,50471,1062.31,315.22,29,0.231,0.828,29,0.9063,32,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",15,0.466172578223036,1,"133",NA
"103","feat","3","Abstract",1,30168,1246.68,569.55,19,0.4736,1.1086,19,0.6129,31,2.44,22,1.681818182,1.210523839,30,1.43,0.97,NA,NA,NA,NA,NA,NA,1.89762709129044,1.85125834871908,"Noun",11.26,0.105170295617622,1,"208",NA
"104","fiasco","4","Abstract",1,40206,1113.35,298.19,26,0.2698,0.8082,26,0.8125,32,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92427928606188,1.85125834871908,"Noun",11.68,0.12718029636572,1,"280",NA
"105","finesse","9","Abstract",3,90627,1165.41,381.61,27,0.5803,0.8383,27,0.9,30,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85733249643127,1.77815125038364,"Noun",12.39,0.174389329575435,1,"199",NA
"106","flamboyance","3","Abstract",4,30984,1060.3,394.6,23,0.3866,1.0618,23,0.7419,31,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",13.68,0.314685320143255,1,"83",NA
