"","Word","VersionNum","WordType","Block","Word_ID_unique","RTclean_mean","RTclean_sd","Rtclean_n","zRTclean_mean","zRTclean_sd","zRTclean_n","ACC","ACC_n","Concrete_rating","num_boi_pexman","mean_rating_boi_pexman","sd_rating_boi_pexman","num_tillotson_boi","mean_rating_tillotson_boi","sd_rating_tillotson_boi","num_image","mean_rating_image","sd_rating_image
","num_boi","mean_rating_boi","sd_rating_boi","Lg10WF","Lg10CD","Dom_PoS_SUBTLEX","AoA_Kup_lem","distance","weights","subclass","level"
"318","celluloid","9","Concrete",2,90302,1189.13,349.03,24,0.8224,1.0604,24,0.8,30,3.74,23,2.260869565,1.543826159,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39794000867204,1.30102999566398,"Noun",14.07,0.341885571088448,1,"241","low"
"319","cerebrum","9","Concrete",3,90582,902.39,296.57,28,-0.2632,0.9264,28,0.9667,30,4.21,27,2.666666667,2.056883378,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.903089986991944,"Noun",12.82,0.219482445779129,1,"242","low"
"320","chasm","2","Concrete",2,20358,959.08,126.5,12,-0.3096,0.3297,12,0.3871,31,4.24,22,2.181818182,1.592732412,30,1.67,1.27,NA,NA,NA,NA,NA,NA,1.27875360095283,1.20411998265592,"Noun",14.33,0.374675332947833,1,"245","low"
"321","chloroform","7","Concrete",3,70607,1027.3,381.38,30,0.11,0.8666,30,0.9677,31,3.78,22,3.545454545,2.197992,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7160033436348,1.54406804435028,"Noun",14,0.32879555615208,1,"248","low"
"322","cloudburst","5","Concrete",4,50783,1000.33,309.83,27,0.1159,1.1254,27,0.875,32,3.78,23,2.347826087,1.747951935,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",14.29,0.383219202321352,1,"251","low"
"323","concerto","2","Concrete",1,20090,1251.45,374.9,22,0.7319,0.8644,22,0.7097,31,3.75,25,2.68,1.95192213,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69019608002851,1.55630250076729,"Noun",12.89,0.216728177654899,1,"256","low"
"324","consulate","7","Concrete",2,70371,1237.67,548.99,9,0.6957,1.2821,9,0.2581,31,3.6,26,3.038461538,1.535728341,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39794000867204,1.89762709129044,"Noun",14.33,0.356238685044349,1,"259","low"
"325","cribbage","6","Concrete",2,60326,1100,422.17,29,0.1792,0.9443,29,0.9355,31,3.58,27,3.666666667,2.038098661,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1.07918124604762,"Noun",13.65,0.298629033812568,1,"261","low"
"326","cultivator","4","Concrete",4,40813,1012.9,306.62,29,0.4099,1.0556,29,0.9375,32,3.79,27,2.962962963,1.764641639,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.602059991327962,"Noun",13.21,0.258297049016629,1,"264","low"
"327","debit","6","Concrete",3,60591,1049.73,355.19,26,0.1066,0.8211,26,0.8387,31,3.66,25,2.36,1.890326251,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.903089986991944,"Noun",14.26,0.371615531516216,1,"267","low"
"328","depositor","7","Concrete",2,70325,978.46,348.18,24,-0.0693,0.8647,24,0.8065,31,3.96,24,3.083333333,1.863065885,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.698970004336019,"Noun",13.65,0.304133556053318,1,"270","low"
"329","disembowel","2","Concrete",2,20302,1186.41,327.86,17,0.8588,0.949,17,0.5806,31,3.7,23,2.52173913,1.997033373,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",14.5,0.403986298644025,1,"275","low"
"330","effigy","8","Concrete",2,80293,1129.86,357.24,7,0.4551,0.7698,7,0.2258,31,3.79,22,3.272727273,2.1861429,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17609125905568,1.11394335230684,"Noun",13.76,0.310201653471733,1,"281","low"
"331","electrolysis","5","Concrete",4,50864,1131.3,400.74,27,0.3922,0.825,27,0.8438,32,3.67,23,3.304347826,2.141256696,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.903089986991944,"Noun",14.94,0.456548410796885,1,"282","low"
"332","emphysema","10","Concrete",3,100565,1312.27,608.47,15,0.6881,0.8825,15,0.5,32,3.65,22,2.954545455,2.058137686,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46239799789896,1.38021124171161,"Noun",13.55,0.283344930165666,1,"284","low"
"333","entrails","1","Concrete",4,10851,1028.06,306.77,17,0.3612,0.9711,17,0.5484,31,4.58,22,3.136363636,1.884661257,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66275783168157,1.56820172406699,"Noun",14.06,0.336511331930939,1,"286","low"
"334","estuary","9","Concrete",4,90798,1140.54,280.75,13,0.5964,0.6725,13,0.4333,30,4.17,17,2.352941176,1.45521375,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",14.13,0.358957148493689,1,"288","low"
"335","firestorm","9","Concrete",1,90089,1069.5,310.39,28,0.0015,1.0094,28,1,30,3.56,24,2.333333333,1.833662685,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",12.75,0.214658945497574,1,"291","low"
"336","fissure","8","Concrete",2,80325,1062.13,381.05,23,0.1726,0.9505,23,0.7419,31,3.83,20,3.3,1.976173868,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172783601759,1.23044892137827,"Noun",14.47,0.390352205064048,1,"292","low"
"337","flagship","7","Concrete",3,70518,928.66,343.5,29,-0.2011,0.9059,29,0.9355,31,3.89,22,3,1.718249386,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69897000433602,1.60205999132796,"Noun",13.12,0.23744784376472,1,"293","low"
"338","flatulence","5","Concrete",3,50606,1165.94,247.6,18,0.4999,0.7546,18,0.5625,32,3.88,21,3.095238095,2.119074371,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46239799789896,1.34242268082221,"Noun",13.5,0.278132917985172,1,"295","low"
"339","fullback","10","Concrete",2,100330,1284.13,632.41,15,0.2915,1.1701,15,0.4688,32,4,21,3.047619048,1.883512423,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172783601759,1.27875360095283,"Noun",13,0.230638053536376,1,"299","low"
"340","fungicide","1","Concrete",3,10522,1179.95,364.51,20,0.7149,1.0944,20,0.7419,31,3.89,26,3.384615385,1.790573608,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.477121254719662,"Noun",13.33,0.272816739202466,1,"300","low"
"341","glaucoma","10","Concrete",4,100814,980.9,367.14,31,-0.1169,0.6224,31,0.9688,32,4.23,24,2.416666667,1.529895327,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50514997831991,1.34242268082221,"Noun",14.1,0.343658582701615,1,"6","low"
"342","gluten","1","Concrete",3,10513,867.37,214.51,27,-0.2612,0.7315,27,0.871,31,3.65,23,3.347826087,2.16603315,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.903089986991944,"Noun",15.25,0.496447563798777,1,"7","low"
"343","greenroom","5","Concrete",4,50772,868.66,208.45,32,-0.3435,0.7168,32,1,32,4.24,26,3.615384615,2.316496028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",12.88,0.230797816903215,1,"12","low"
"344","hemorrhage","8","Concrete",4,80797,1075.59,428.6,22,0.4039,1.3116,22,0.7097,31,3.59,29,2.586206897,1.91828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94448267215017,1.86332286012046,"Noun",12.52,0.183335132683255,1,"19","low"
"345","hepatitis","2","Concrete",2,20293,965.1,284.83,29,0.0041,0.8308,29,0.9355,31,3.96,26,2.384615385,1.576754212,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90308998699194,1.75587485567249,"Noun",14.24,0.353650556603778,1,"20","low"
"346","homicide","2","Concrete",2,20300,955.6,339.71,20,-0.0276,1.0481,20,0.6129,31,3.82,26,2.230769231,1.817860111,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89376176205794,2.65609820201283,"Noun",12.94,0.206765343436997,1,"25","low"
"347","hydraulics","6","Concrete",2,60305,1186.92,504.54,25,0.4055,1.1281,25,0.7742,31,3.71,25,2.8,1.658312395,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46239799789896,1.39794000867204,"Noun",14.06,0.339696997922147,1,"29","low"
"348","hydrochloride","7","Concrete",4,70803,1153.28,400.94,29,0.6858,1.151,29,0.9355,31,4.17,23,3.130434783,1.914166038,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.845098040014257,"Noun",13.95,0.335883322529107,1,"30","low"
"349","hydrotherapy","4","Concrete",3,40508,1208.71,357.63,17,1.0146,1.2147,17,0.5938,32,3.67,24,2.541666667,1.887698545,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.954242509439325,"Noun",14.06,0.347841353936943,1,"31","low"
"350","hysterectomy","6","Concrete",2,60346,1216.92,388.85,25,0.6316,0.7228,25,0.8065,31,3.83,24,2.375,1.78915817,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50514997831991,1.41497334797082,"Noun",14.44,0.384259102116468,1,"33","low"
"351","insemination","10","Concrete",2,100368,1516.77,373.89,13,1.1921,0.6542,13,0.4688,32,3.63,24,2.416666667,1.665941871,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51851393987789,1.36172783601759,"Noun",13.84,0.313844728154324,1,"37","low"
"352","junkie","3","Concrete",1,30041,1110.48,475.92,25,0.1396,1.2926,25,0.7742,31,3.85,27,3.444444444,1.908147175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42488163663107,2.28780172993023,"Noun",12.68,0.190703542025843,1,"38","low"
"353","kinswoman","2","Concrete",4,20840,986.58,375.6,31,-0.0087,0.9372,31,1,31,3.68,22,3.409090909,2.239453397,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",13.29,0.272963130873091,1,"40","low"
"354","lacquer","6","Concrete",4,60867,964.28,334.31,25,-0.1609,0.7109,25,0.8065,31,4.28,22,3.181818182,1.918242341,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172783601759,1.20411998265592,"Noun",13.19,0.248500554475285,1,"42","low"
"355","lactation","3","Concrete",2,30313,1186.15,442.19,27,0.3935,1.0814,27,0.871,31,3.78,27,2.962962963,1.480163231,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",14.58,0.417006999391353,1,"43","low"
"356","leaseholder","1","Concrete",3,10599,1090.72,385.03,29,0.3073,0.9907,29,0.9355,31,4.33,24,3.125,2.028331934,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.477121254719662,"Noun",15.89,0.584484072254121,1,"45","low"
"357","licensee","7","Concrete",1,70049,1145.62,521.17,29,0.2259,1.2547,29,0.9677,31,3.9,27,3.62962963,2.002846977,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",12.89,0.233950291680746,1,"49","low"
"358","linguist","1","Concrete",3,10504,1082.8,436.92,25,0.3341,1.1521,25,0.8387,31,3.72,23,3.217391304,2.02162225,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.34242268082221,"Noun",13.82,0.312714148727669,1,"51","low"
"359","lug","6","Concrete",4,60805,1028.96,503.31,27,-0.0511,1.1854,27,0.8387,31,3.78,23,3.260869565,2.320215337,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12385164096709,2.02118929906994,"Noun",12.53,0.182202750443502,1,"56","low"
"360","marmot","9","Concrete",3,90620,993.72,381.18,29,0.0302,1.0714,29,0.9667,30,4.33,18,3.222222222,1.957055278,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.477121254719662,"Noun",13.91,0.336047916565849,1,"62","low"
"361","mastectomy","5","Concrete",3,50508,1311.24,451.98,25,0.8699,0.906,25,0.7813,32,4.09,27,2.777777778,1.761409692,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1.04139268515823,"Noun",14.67,0.419462949537609,1,"64","low"
"362","microelectronics","1","Concrete",1,10123,1171.43,377.48,28,0.4681,0.9532,28,0.9677,31,3.63,28,3.285714286,1.921749644,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",15.67,0.561935839142896,1,"69","low"
"363","micrometer","2","Concrete",3,20582,1013.64,472.44,28,-0.0958,0.9352,28,0.9355,31,4.26,22,2.5,1.792842914,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",14,0.348504909896008,1,"71","low"
"364","nitroglycerine","1","Concrete",3,10622,1088.93,283.33,30,0.3477,0.6422,30,0.9677,31,4.27,22,2.863636364,1.884661257,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1.04139268515823,"Noun",14.38,0.381993283735063,1,"81","low"
"365","nodule","10","Concrete",1,100042,1110.29,381.8,17,0.4897,1.3781,17,0.5,32,3.62,25,3,1.58113883,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",13.71,0.315327563001962,1,"82","low"
"366","oscillator","7","Concrete",1,70109,1203.14,365.57,28,0.4772,0.8359,28,0.9032,31,3.79,24,3.5,2.105892354,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27875360095283,1.04139268515823,"Noun",13.5,0.280760111001644,1,"94","low"
"367","outfitter","5","Concrete",4,50777,1039.17,392.75,24,0.0381,0.7108,24,0.7813,32,3.7,22,3.363636364,1.760558746,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",14.16,0.367485713387546,1,"97","low"
"368","passkey","9","Concrete",1,90125,1117.08,323.25,26,0.2094,0.8317,26,0.8667,30,4.19,21,3.666666667,2.175622516,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47712125471966,1.27875360095283,"Noun",13.07,0.235632870815774,1,"102","low"
"369","pawnbroker","8","Concrete",2,80267,923.67,331.19,30,-0.1983,0.8405,30,0.9677,31,4.37,22,3.272727273,2.142135521,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.845098040014257,"Noun",14.19,0.362465174309519,1,"105","low"
"370","payroll","2","Concrete",3,20580,823.54,329.16,26,-0.4664,0.7442,26,0.8387,31,3.7,23,3.043478261,1.770420106,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41161970596323,2.25527250510331,"Noun",12.79,0.19977262738944,1,"106","low"
"371","pension","5","Concrete",1,50049,1101,245.18,23,0.3541,0.7705,23,0.7188,32,3.89,25,1.76,1.164760347,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39445168082622,2.29003461136252,"Noun",13.28,0.243509077100613,1,"110","low"
"372","pipette","10","Concrete",3,100598,982.5,355.73,30,-0.1363,0.6895,30,0.9375,32,3.88,21,3.571428571,1.989256861,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",13.72,0.319155570636549,1,"118","low"
"373","plasma","5","Concrete",1,50053,913.48,187.36,31,-0.2138,0.661,31,0.9688,32,4.17,23,3.086956522,1.729767285,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40654018043396,2.18184358794477,"Noun",13.05,0.222158532877484,1,"121","low"
"374","plumage","9","Concrete",3,90533,1053.13,265.37,24,0.2402,0.7686,24,0.8,30,3.93,21,3.285714286,1.901127485,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.903089986991944,"Noun",12.94,0.229703427127874,1,"122","low"
"375","poetess","3","Concrete",1,30025,1356.71,462.47,17,0.7377,1.0778,17,0.5484,31,3.78,20,3.65,2.30045762,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,0.954242509439325,"Noun",13.29,0.26264972707093,1,"125","low"
"376","posteriors","10","Concrete",3,100545,1414.17,331.52,18,1.3835,1.2056,18,0.5938,32,3.92,24,2.791666667,1.84105751,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",14.95,0.469369902549322,1,"127","low"
"377","prototype","5","Concrete",1,50035,1233.09,486.2,22,0.6351,1.0991,22,0.6875,32,3.69,23,2.52173913,1.377400886,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23044892137827,2.04139268515822,"Noun",12.65,0.190445427090201,1,"131","low"
"378","pyrotechnics","7","Concrete",4,70843,1192.7,412.82,20,0.8428,0.8072,20,0.6774,31,4,25,2.88,1.763519209,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1.11394335230684,"Noun",14.62,0.412636377838786,1,"134","low"
"379","refrigerant","3","Concrete",2,30292,1341.7,515.42,23,0.8248,1.206,23,0.7419,31,3.93,24,3.25,1.750776225,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",13.6,0.305847609020656,1,"141","low"
"380","repository","8","Concrete",3,80587,1377.64,485.49,11,1.1546,0.9912,11,0.3871,31,3.66,24,2.791666667,1.693444308,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1.07918124604762,"Noun",14.83,0.439136834520489,1,"142","low"
"381","roadhouse","8","Concrete",2,80319,877.48,394.58,31,-0.413,0.9173,31,1,31,4.37,25,3.48,1.661324773,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5910646070265,1.43136376415899,"Noun",14.12,0.344611250362879,1,"144","low"
"382","roulette","10","Concrete",1,100016,961.23,285.28,30,-0.0939,0.955,30,0.9375,32,4.15,25,3.24,1.690167645,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10380372095596,1.91907809237607,"Noun",12.82,0.205811687103484,1,"147","low"
"383","samba","8","Concrete",2,80356,1131.18,508.79,28,0.4897,1.3778,28,0.9032,31,4.25,26,2.846153846,1.826303539,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47712125471966,1.34242268082221,"Noun",13.13,0.241257330361049,1,"150","low"
"384","satinwood","3","Concrete",4,30858,913.81,257.13,31,-0.1213,0.7373,31,1,31,4.48,19,3.631578947,2.241292443,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",14.12,0.365595964815168,1,"152","low"
"385","schilling","9","Concrete",3,90519,1271.82,386.09,17,1.0597,1.2406,17,0.5,30,4.04,22,3.045454545,2.192569111,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55630250076729,1.04139268515823,"Noun",14.08,0.340516894071433,1,"154","low"
"386","scion","4","Concrete",4,40828,1017.37,373.7,19,0.107,0.9165,19,0.5625,32,4.07,22,3.272727273,2.207817672,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,0.477121254719662,"Noun",16.85,0.690067600155202,1,"158","low"
"387","seawall","10","Concrete",2,100289,862.58,290.96,31,-0.517,0.6369,31,0.9688,32,4.27,25,3.52,2.023198787,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",12.81,0.224444877809539,1,"160","low"
"388","sentinel","3","Concrete",3,30604,1346.14,456.64,14,0.8695,1.0479,14,0.4839,31,3.67,23,3.217391304,1.905888524,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.23044892137827,"Noun",13.11,0.239760204731127,1,"162","low"
"389","shareholder","3","Concrete",4,30808,935.4,439.89,30,-0.1323,0.9909,30,0.9677,31,3.72,23,3.47826087,2.129224469,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.38021124171161,"Noun",14.25,0.362281484847443,1,"163","low"
"390","spinster","8","Concrete",3,80538,1006.7,375.73,27,-0.0013,0.9208,27,0.871,31,3.58,22,3.545454545,1.895540449,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69897000433602,1.54406804435028,"Noun",13.29,0.253702633453885,1,"171","low"
"391","sulfur","2","Concrete",2,20271,849.3,158.08,27,-0.403,0.5005,27,0.871,31,4.43,23,3.304347826,2.363256278,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78532983501077,1.57978359661681,"Noun",13.6,0.283927788247174,1,"183","low"
"392","symposium","10","Concrete",4,100807,1353.56,513.17,18,0.9686,1.0952,18,0.5625,32,3.58,23,2.260869565,1.421183607,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55630250076729,1.39794000867204,"Noun",14.82,0.430706208193559,1,"186","low"
"393","thrush","2","Concrete",3,20549,1193.93,487.24,14,0.5411,0.8728,14,0.4516,31,3.92,23,1.956521739,1.718304155,30,1.93,1.66,NA,NA,NA,NA,NA,NA,1.30102999566398,1.17609125905568,"Noun",15.75,0.554599878666289,1,"198","low"
"394","toner","8","Concrete",1,80111,1015.45,304.17,29,-0.1707,0.6647,29,1,31,4.17,21,3.142857143,2.414243448,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65321251377534,1.27875360095283,"Noun",14.16,0.348287031582626,1,"202","low"
"395","transducer","7","Concrete",4,70761,1084.27,366.16,22,0.4795,1.0647,22,0.7097,31,3.81,16,2.5,1.825741858,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,0.903089986991944,"Noun",14.13,0.354664957932939,1,"205","low"
"396","ulcer","3","Concrete",4,30760,890.27,326.13,30,-0.2673,0.8176,30,0.9677,31,4.69,25,3.56,2.32880513,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12057393120585,1.93951925261862,"Noun",12.68,0.194062681777931,1,"209","low"
"397","vasectomy","6","Concrete",4,60779,1005.59,411.78,27,0.0759,0.8411,27,0.871,31,4.46,25,3.28,2.18936825,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70757017609794,1.39794000867204,"Noun",14,0.328927797676499,1,"211","low"
"398","virologist","10","Concrete",4,100779,1102.44,536.3,25,0.4443,1.1921,25,0.75,32,3.8,20,3.4,2.087557122,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",16.12,0.618062470184514,1,"215","low"
"399","warhorse","6","Concrete",1,60119,963.39,421.98,31,-0.4373,0.8519,31,1,31,4.21,24,2.916666667,1.665941871,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1.11394335230684,"Noun",13.22,0.254731699014532,1,"217","low"
"400","warmonger","6","Concrete",4,60833,1242.25,493.45,28,0.6528,1.041,28,0.9032,31,3.81,22,2.409090909,1.563241166,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.903089986991944,"Noun",13.22,0.25758612317244,1,"218","low"
"401","albatross","10","Concrete",4,100857,1068.33,507.65,24,0.267,1.2065,24,0.75,32,4.81,20,3.8,2.092593455,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61278385671974,1.30102999566398,"Noun",11.64,0.127344823058316,1,"235","medium"
"402","algae","10","Concrete",3,100557,899.24,236.13,29,-0.3379,0.7845,29,0.9063,32,4.93,24,4.458333333,2.021174146,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172783601759,1.30102999566398,"Noun",13.33,0.262241419733658,1,"246","medium"
"403","apothecary","7","Concrete",4,70855,1025.25,139.78,16,0.4475,0.5369,16,0.5161,31,3.76,26,4.115384615,2.268513576,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32221929473392,1,"Noun",14.47,0.391020413355498,1,"2","medium"
"404","balsam","9","Concrete",1,90029,1175.7,265.34,20,0.4204,0.9719,20,0.6667,30,4.21,21,3.714285714,1.82051798,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.477121254719662,"Noun",14.43,0.392329496070648,1,"124","medium"
"405","barnacle","4","Concrete",2,40252,957.37,419.33,30,-0.1816,0.8871,30,0.9375,32,4.92,23,4.260869565,2.027479207,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51851393987789,1.17609125905568,"Noun",11.6,0.125802396397409,1,"146","medium"
"406","biophysicist","2","Concrete",1,20005,1185.3,469.65,27,0.3963,0.9546,27,0.871,31,4.56,23,3.739130435,1.789296238,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",16.79,0.695766057654367,1,"179","medium"
"407","bisque","2","Concrete",1,20038,1222.75,394.77,16,0.3196,0.9317,16,0.5161,31,4.08,25,4.28,2.031419865,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32221929473392,1.20411998265592,"Noun",14,0.334999208537007,1,"190","medium"
"408","bombardier","6","Concrete",4,60802,1197.86,476.72,29,0.5709,1.1043,29,0.9355,31,3.81,19,3.894736842,1.940639552,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55630250076729,1.11394335230684,"Noun",13.14,0.24117254704515,1,"212","medium"
"409","breadfruit","5","Concrete",4,50842,1067.9,423.28,30,0.2481,1.0832,30,0.9375,32,4.79,18,4.166666667,1.617914416,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",13.29,0.265359569128158,1,"227","medium"
"410","brothel","4","Concrete",3,40610,922.36,197.65,28,-0.0694,0.7138,28,0.875,32,4.23,24,3.791666667,1.718927033,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91907809237607,1.78532983501077,"Noun",14.94,0.439597554105451,1,"230","medium"
"411","cadaver","8","Concrete",1,80007,1069.8,333.29,30,0.0804,0.7425,30,0.9677,31,4.48,25,4.24,2.146314671,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78532983501077,1.56820172406699,"Noun",13,0.22534102330125,1,"233","medium"
"412","chairwoman","8","Concrete",1,80024,829.94,244.28,31,-0.6383,0.5257,31,1,31,4.41,23,4.347826087,1.555304579,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,0.954242509439325,"Noun",12.95,0.230096749217623,1,"243","medium"
"413","chiffon","8","Concrete",2,80345,998.86,342.46,28,-0.0319,0.8757,28,0.9032,31,4.45,21,3.761904762,2.233937374,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41497334797082,1.38021124171161,"Noun",13.78,0.308781106570918,1,"247","medium"
"414","chronograph","1","Concrete",4,10834,1011.79,424.31,29,0.0077,0.941,29,0.9355,31,4.19,19,4.684210526,1.916380604,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",13.4,0.281837651797676,1,"249","medium"
"415","codpiece","7","Concrete",2,70256,1100.59,334.55,27,0.4252,0.8169,27,0.9032,31,4.22,18,4.111111111,1.906301898,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1.07918124604762,"Noun",13.22,0.25429783562206,1,"253","medium"
"416","cogwheel","10","Concrete",4,100872,850.97,288.12,31,-0.433,0.5952,31,0.9688,32,4.69,20,3.9,1.997366687,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.301029995663981,"Noun",12.15,0.170700541243684,1,"254","medium"
"417","conservatory","6","Concrete",2,60348,1238.7,471.27,20,0.7882,1.0696,20,0.6452,31,4.24,24,3.708333333,1.921936674,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84509804001426,1.56820172406699,"Noun",12.11,0.154659664772651,1,"258","medium"
"418","councilwoman","3","Concrete",3,30562,892.74,325.66,31,-0.3656,0.7667,31,1,31,4.59,24,4.583333333,2.083405796,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.602059991327962,"Noun",11.65,0.133650853726885,1,"260","medium"
"419","cuttlefish","6","Concrete",2,60323,964.1,440.99,30,-0.275,0.948,30,0.9677,31,4.23,22,4.454545455,1.895540449,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,0.698970004336019,"Noun",12.88,0.223757494126734,1,"266","medium"
